종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"376290","씨유테크","KOSDAQ","중견기업부","4100","110","2.76","4040","4155","4020","11138","45433835","72395750000","17657500"
"189330","씨이랩","KOSDAQ","기술성장기업부","9450","270","2.94","9240","9720","9240","14508","136132390","56957833800","6027284"
"096530","씨젠","KOSDAQ","우량기업부","29350","1950","7.12","28000","29550","27950","661489","19119457150","1532832923900","52225994"
"900120","씨케이에이치","KOSDAQ","외국기업(소속부없음)","208","4","1.96","208","209","202","877915","179836537","33467282784","160900398"
"101240","씨큐브","KOSDAQ","벤처기업부","6570","230","3.63","6470","6570","6310","41220","265837170","66607868880","10138184"
"060590","씨티씨바이오","KOSDAQ","중견기업부","6900","310","4.70","6680","7010","6680","23412","161809370","166849038000","24181020"
"260930","씨티케이","KOSDAQ","중견기업부","6250","140","2.29","6290","6350","6170","12933","80993320","120884943750","19341591"
"013990","아가방컴퍼니","KOSDAQ","중견기업부","2965","165","5.89","2865","3000","2845","437753","1283129755","97511544240","32887536"
"123860","아나패스","KOSDAQ","벤처기업부","24150","-100","-0.41","24500","24500","23850","12457","300512000","282551522400","11699856"
"025980","아난티","KOSDAQ","중견기업부","5290","280","5.59","5130","5330","5120","437522","2293675060","457208886290","86428901"
"008700","아남전자","KOSPI",,"1730","110","6.79","1690","1740","1665","597626","1020258010","133425938600","77124820"
"058220","아리온","KOSDAQ","투자주의환기종목(소속부없음)","275","0","0.00","0","0","0","0","0","10717917100","38974244"
"125210","아모그린텍","KOSDAQ","기술성장기업부","14100","100","0.71","14450","14600","13900","310874","4442002850","232604739000","16496790"
"002790","아모레G","KOSPI",,"25000","1250","5.26","24100","25150","23900","196465","4852072500","2061454500000","82458180"
"00279K","아모레G3우(전환)","KOSPI",,"20950","800","3.97","20150","21550","20150","3509","72786150","148581590000","7092200"
"002795","아모레G우","KOSPI",,"11100","450","4.23","10700","11150","10700","8734","95751250","71525847000","6443770"
"090430","아모레퍼시픽","KOSPI",,"97500","2600","2.74","94900","101000","94900","333233","32722025000","5703044002500","58492759"
"090435","아모레퍼시픽우","KOSPI",,"38600","1450","3.90","37300","38800","37300","10037","384077600","407532238000","10557830"
"357580","아모센스","KOSDAQ","기술성장기업부","11700","400","3.54","11500","11800","11500","33605","391302650","131040889200","11200076"
"052710","아모텍","KOSDAQ","중견기업부","22500","650","2.97","21900","22700","21900","6410","142964700","219226635000","9743406"
"074430","아미노로직스","KOSDAQ","벤처기업부","1800","95","5.57","1740","1835","1735","386717","692847285","158088319200","87826844"
"092040","아미코젠","KOSDAQ","기술성장기업부","19150","1200","6.69","18400","19250","18200","109175","2049647300","378302658200","19754708"
"083930","아바코","KOSDAQ","우량기업부","14000","800","6.06","13550","14200","13400","504879","7046049800","215779172000","15412798"
"149950","아바텍","KOSDAQ","우량기업부","18350","0","0.00","18600","19300","18100","66304","1235897400","286397625000","15607500"
"036010","아비코전자","KOSDAQ","중견기업부","10600","300","2.91","10800","10850","10400","168376","1784772100","140905100400","13292934"
"002030","아세아","KOSPI",,"110500","5500","5.24","106000","110500","105000","3544","385457500","242108152000","2191024"
"183190","아세아시멘트","KOSPI",,"9400","400","4.44","9180","9400","9140","46387","430711340","366206046000","38958090"
"002310","아세아제지","KOSPI",,"35400","500","1.43","35300","35900","35000","12526","443272050","317060170800","8956502"
"050860","아세아텍","KOSDAQ","중견기업부","2475","100","4.21","2420","2500","2400","278982","685037115","55687500000","22500000"
"012170","아센디오","KOSPI",,"829","9","1.10","820","840","814","163890","134964223","66742123484","80509196"
"136410","아셈스","KOSDAQ","벤처기업부","11250","300","2.74","11250","11550","11050","51790","586102650","123964942500","11019106"
"246720","아스타","KOSDAQ","벤처기업부","3600","200","5.88","3435","3660","3435","16954","60171265","45593204400","12664779"
"067390","아스트","KOSDAQ","중견기업부","3815","110","2.97","3750","3840","3750","71421","270678835","98094656275","25712885"
"159010","아스플로","KOSDAQ","벤처기업부","9380","770","8.94","8910","9600","8850","914852","8423469690","125079851820","13334739"
"127710","아시아경제","KOSDAQ","중견기업부","1495","55","3.82","1455","1530","1450","72498","108259895","52181602590","34904082"
"267850","아시아나IDT","KOSPI",,"11050","400","3.76","10750","11200","10650","10043","109432150","122655000000","11100000"
"020560","아시아나항공","KOSPI",,"11700","100","0.86","11850","11950","11650","202906","2387997650","870617638800","74411764"
"154030","아시아종묘","KOSDAQ","벤처기업부","3210","90","2.88","3180","3300","3170","19290","61635490","35697893190","11120839"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부","2460","10","0.41","2450","2550","2415","240735","595649145","58052723280","23598668"
"143160","아이디스","KOSDAQ","우량기업부","18900","300","1.61","19000","19150","18450","13083","244467150","202539771000","10716390"
"054800","아이디스홀딩스","KOSDAQ","중견기업부","11200","150","1.36","11050","11550","10850","3195","35635600","115894867200","10347756"
"332370","아이디피","KOSDAQ","중견기업부","3900","50","1.30","3885","3965","3885","43266","169765700","51767531400","13273726"
"122900","아이마켓코리아","KOSPI",,"10450","0","0.00","10600","10600","10400","36889","387372450","349331378000","33428840"
"339950","아이비김영","KOSDAQ","중견기업부","1775","100","5.97","1685","1800","1685","206925","365445760","79780312625","44946655"
"099190","아이센스","KOSDAQ","우량기업부","33650","-100","-0.30","34550","34550","33650","26151","885681000","462813283700","13753738"
"289010","아이스크림에듀","KOSDAQ","중견기업부","4195","135","3.33","4040","4500","4010","790139","3372504215","53964635215","12864037"
"214430","아이쓰리시스템","KOSDAQ","벤처기업부","16250","500","3.17","16000","16450","15950","14191","228811500","115484850000","7106760"
"040910","아이씨디","KOSDAQ","우량기업부","7900","110","1.41","7820","7920","7800","23543","184748290","142716762700","18065413"
"368600","아이씨에이치","KOSDAQ","기술성장기업부","27650","500","1.84","27700","28050","26400","366665","10073167500","156630475750","5664755"
"052860","아이앤씨","KOSDAQ","벤처기업부","2440","60","2.52","2395","2480","2370","35864","86957765","43585363760","17862854"
"010780","아이에스동서","KOSPI",,"30100","800","2.73","29600","30150","29600","54552","1634317200","929867440600","30892606"
"069920","아이에스이커머스","KOSDAQ","중견기업부","6770","370","5.78","6350","6840","6290","156689","1030649170","174844470740","25826362"
"038880","아이에이","KOSDAQ","중견기업부","705","12","1.73","703","710","698","603175","425121822","207812250750","294769150"
"307180","아이엘사이언스","KOSDAQ","벤처기업부","2915","215","7.96","2710","2940","2690","82952","237390955","68656936700","23552980"
"101390","아이엠","KOSDAQ","중견기업부","5900","70","1.20","5730","5940","5730","11476","67117930","47810473000","8103470"
"078860","아이오케이","KOSDAQ","중견기업부","500","64","14.68","444","501","443","1131937","543477409","48063236000","96126472"
"090150","아이윈","KOSDAQ","중견기업부","1830","190","11.59","1715","1875","1685","1494580","2688519620","75736972920","41386324"
"123010","아이윈플러스","KOSDAQ","기술성장기업부","570","71","14.23","501","580","500","5835868","3219868188","87709862070","153876951"
"031310","아이즈비전","KOSDAQ","중견기업부","2280","125","5.80","2175","2330","2175","55180","124655125","37482967440","16439898"
"185490","아이진","KOSDAQ","벤처기업부","6030","430","7.68","5600","6080","5600","136550","810655220","129514390200","21478340"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","6560","40","0.61","6520","6630","6510","14192","92974610","46384841600","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","8360","110","1.33","8600","8680","8000","235","1900160","26083200000","3120000"
"262840","아이퀘스트","KOSDAQ","벤처기업부","6650","210","3.26","6460","6700","6460","8768","57861720","65569000000","9860000"
"175250","아이큐어","KOSDAQ","기술성장기업부","4850","330","7.30","4540","4930","4540","155510","744307085","92158036450","19001657"
"052460","아이크래프트","KOSDAQ","중견기업부","2315","70","3.12","2260","2335","2245","39243","90202235","33817371840","14607936"
"119830","아이텍","KOSDAQ","중견기업부","6880","170","2.53","6860","7050","6610","493544","3366542860","133909107040","19463533"
"052770","아이톡시","KOSDAQ","관리종목(소속부없음)","2085","0","0.00","0","0","0","0","0","41353750305","19833933"
"124500","아이티센","KOSDAQ","중견기업부","3505","80","2.34","3425","3560","3425","26634","93200500","69775202165","19907333"
"372800","아이티아이즈","KOSDAQ","벤처기업부","8060","770","10.56","7440","8940","7440","385979","3256166660","48174539400","5976990"
"084850","아이티엠반도체","KOSDAQ","우량기업부","31000","350","1.14","31100","31500","30400","30494","948258850","703015954000","22677934"
"114840","아이패밀리에스씨","KOSDAQ","벤처기업부","9420","370","4.09","9070","9540","9070","46275","433991300","80084582160","8501548"
"027360","아주IB투자","KOSDAQ","벤처기업부","2200","155","7.58","2060","2205","2060","342971","737431510","265810503200","120822956"
"139990","아주스틸","KOSPI",,"9150","230","2.58","9010","9210","9000","34226","312081230","242037529350","26452189"
"032080","아즈텍WB","KOSDAQ","벤처기업부","1830","80","4.57","1755","1845","1755","65519","118158540","39328583070","21491029"
"013310","아진산업","KOSDAQ","우량기업부","2600","100","4.00","2565","2605","2545","374359","966649995","100897113200","38806582"
"059120","아진엑스텍","KOSDAQ","벤처기업부","8710","550","6.74","8350","8760","8350","75999","649631640","84910271160","9748596"
"158430","아톤","KOSDAQ","벤처기업부","26550","550","2.12","26250","26900","26250","34572","917611400","115587469350","4353577"
"149300","아퓨어스","KONEX","일반기업부","1365","15","1.11","1400","1400","1205","661","877510","49614524505","36347637"
"067160","아프리카TV","KOSDAQ","우량기업부","76700","5400","7.57","73000","77500","72800","428478","32532117900","881648628900","11494767"
"001540","안국약품","KOSDAQ","중견기업부","7910","360","4.77","7620","7910","7610","18256","142565750","103165542200","13042420"
"053800","안랩","KOSDAQ","우량기업부","62400","3300","5.58","60300","63400","60300","122647","7624689800","624864552000","10013855"
"251280","안지오랩","KONEX","일반기업부","8550","10","0.12","8540","9000","8310","3399","28303360","23186745000","2711900"
"065660","안트로젠","KOSDAQ","기술성장기업부","14250","750","5.56","13600","14450","13550","50631","709025250","138672065250","9731373"
"297570","알로이스","KOSDAQ","벤처기업부","1380","135","10.84","1290","1425","1285","763827","1052313400","47777280840","34621218"
"001780","알루코","KOSPI",,"2260","60","2.73","2255","2290","2230","619652","1414790530","203330916320","89969432"
"260660","알리코제약","KOSDAQ","우량기업부","5170","170","3.40","5100","5170","5020","16777","85765660","79240698570","15327021"
"361570","알비더블유","KOSDAQ","중견기업부","13700","850","6.61","13100","14050","13100","85834","1158621300","131769244100","9618193"
"131370","알서포트","KOSDAQ","벤처기업부","4000","250","6.67","3835","4035","3835","162166","641816405","213068332000","53267083"
"140670","알에스오토메이션","KOSDAQ","중견기업부","12500","400","3.31","12450","12700","12400","55216","692734150","116289250000","9303140"
"096610","알에프세미","KOSDAQ","중견기업부","2765","75","2.79","2690","2795","2690","49769","137610045","30066090180","10873812"
"061040","알에프텍","KOSDAQ","중견기업부","4090","130","3.28","4050","4160","4045","74412","305455735","131245069310","32089259"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","9520","270","2.92","9390","9520","9340","42240","399268870","72794575280","7646489"
"347860","알체라","KOSDAQ","기술성장기업부","9040","490","5.73","8720","9280","8650","53016","474464000","126116533760","13950944"
"196170","알테오젠","KOSDAQ","기술성장기업부","39850","5450","15.84","35500","40750","35150","1188651","45653080100","1710907347250","42933685"
"123750","알톤스포츠","KOSDAQ","벤처기업부","4280","-25","-0.58","4415","4650","4055","3290730","14356419155","54554151160","12746297"
"085810","알티캐스트","KOSDAQ","중견기업부","1870","15","0.81","1890","1960","1855","1936189","3682533765","55512388030","29685769"
"117670","알파홀딩스","KOSDAQ","관리종목(소속부없음)","1150","50","4.55","1110","1165","1110","150862","172127490","30955280250","26917635"
"314140","알피바이오","KOSDAQ","중견기업부","13250","100","0.76","13550","13600","13050","428544","5685193400","108233380250","8168557"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","7920","400","5.32","7640","7970","7600","34282","268846780","67241797920","8490126"
"293780","압타바이오","KOSDAQ","기술성장기업부","13500","1500","12.50","12300","13500","12300","318500","4095008750","301034691000","22298866"
"267810","앙츠","KONEX","일반기업부","1375","0","0.00","1370","1580","1370","144","198335","2457125000","1787000"
"018250","애경산업","KOSPI",,"10850","100","0.93","10900","11200","10800","15857","174283400","286547794750","26409935"
"161000","애경케미칼","KOSPI",,"9690","240","2.54","9690","9830","9630","99804","968775500","471405990210","48648709"
"196300","애니젠","KOSDAQ","기술성장기업부","7950","60","0.76","8000","8000","7770","5802","45847390","44540320200","5602556"
"310200","애니플러스","KOSDAQ","중견기업부","2735","80","3.01","2670","2785","2655","185842","504356660","95010886030","34738898"
"179530","애드바이오텍","KOSDAQ","기술성장기업부","3300","10","0.30","3305","3490","3260","62457","208060030","30163465200","9140444"
"900100","애머릿지","KOSDAQ","외국기업(소속부없음)","2595","50","1.96","2550","2640","2550","140376","365385210","87375038325","33670535"
"205500","액션스퀘어","KOSDAQ","중견기업부","3695","-10","-0.27","3695","3835","3645","205365","760185915","170073260470","46027946"
"052790","액토즈소프트","KOSDAQ","중견기업부","6210","380","6.52","5950","6320","5940","33163","203309880","70363261980","11330638"
"290740","액트로","KOSDAQ","벤처기업부","5970","150","2.58","5900","6000","5840","13580","80401010","60088115670","10065011"
"238090","앤디포스","KOSDAQ","우량기업부","5090","250","5.17","4910","5090","4910","51723","259730315","122054652270","23979303"
"092600","앤씨앤","KOSDAQ","벤처기업부","1750","115","7.03","1625","1755","1625","134446","230743915","43896154750","25083517"
"129890","앱코","KOSDAQ","벤처기업부","7010","100","1.45","6990","7140","6920","66186","466179760","71002060820","10128682"
"174900","앱클론","KOSDAQ","기술성장기업부","15050","3450","29.74","11950","15050","11850","424649","6021730050","230536938450","15318069"
"255440","야스","KOSDAQ","우량기업부","7130","230","3.33","6940","7200","6940","17043","121060350","93103540000","13058000"
"030960","양지사","KOSDAQ","중견기업부","43100","-950","-2.16","43050","45800","42500","493201","21632444150","688738000000","15980000"
"102120","어보브반도체","KOSDAQ","우량기업부","9920","540","5.76","9700","9950","9610","124630","1223302710","176385069760","17780753"
"263540","어스앤에어로스페이스","KOSDAQ","투자주의환기종목(소속부없음)","10900","0","0.00","0","0","0","0","0","84297842300","7733747"
"238120","얼라인드","KOSDAQ","기술성장기업부","7580","300","4.12","7280","7640","7200","15179","112694230","54496015840","7189448"
"224810","엄지하우스","KONEX","일반기업부","4485","-185","-3.96","0","0","0","0","0","18837000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","7630","330","4.52","7580","7760","7530","69336","530288160","74438951440","9756088"
"011090","에넥스","KOSPI",,"902","39","4.52","870","908","870","261544","233867814","54112460182","59991641"
"270660","에브리봇","KOSDAQ","벤처기업부","14950","350","2.40","14950","15400","14850","255367","3855484000","182260562900","12191342"
"038680","에스넷","KOSDAQ","중견기업부","4330","165","3.96","4200","4335","4200","30798","131133950","69908555790","16145163"
"137310","에스디바이오센서","KOSPI",,"27500","2350","9.34","25700","27600","25600","459174","12320349500","2839962207500","103271353"
"217480","에스디생명공학","KOSDAQ","중견기업부","3520","75","2.18","3525","3560","3180","600670","2052992280","78901032320","22415066"
"121890","에스디시스템","KOSDAQ","투자주의환기종목(소속부없음)","739","0","0.00","0","0","0","0","0","8238120740","11147660"
"097780","에스맥","KOSDAQ","중견기업부","1840","135","7.92","1715","1965","1715","350644","646884725","104335452000","56704050"
"042110","에스씨디","KOSDAQ","우량기업부","1530","115","8.13","1445","1540","1445","385754","582956085","73944232920","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","5850","350","6.36","5550","5870","5550","41917","241120560","70905334500","12120570"
"065420","에스아이리소스","KOSDAQ","중견기업부","762","-43","-5.34","795","798","758","1477100","1138276612","51874053732","68076186"
"270210","에스알바이오텍","KONEX","일반기업부","4110","520","14.48","4125","4125","4110","3","12345","4554726660","1108206"
"103230","에스앤더블류","KOSDAQ","관리종목(소속부없음)","2505","0","0.00","0","0","0","0","0","18036000000","7200000"
"260970","에스앤디","KOSDAQ","벤처기업부","18000","0","0.00","18400","18500","17850","5361","96566050","73069560000","4059420"
"101490","에스앤에스텍","KOSDAQ","우량기업부","23750","1100","4.86","23500","23900","22800","197559","4606842550","509471866250","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","3815","135","3.67","3770","3865","3695","478945","1819942485","74409678945","19504503"
"275630","에스에스알","KOSDAQ","벤처기업부","6590","0","0.00","0","0","0","0","0","39658547510","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","2610","130","5.24","2545","2635","2505","239516","619424890","260987124870","99995067"
"060540","에스에이티","KOSDAQ","중견기업부","1980","100","5.32","1895","1980","1895","87156","169502505","51743945880","26133306"
"351320","에스에이티이엔지","KOSDAQ","벤처기업부","2730","-105","-3.70","2805","2830","2695","64505","176457730","60103368780","22015886"
"056190","에스에프에이","KOSDAQ","우량기업부","37250","1250","3.47","37000","37300","36450","92742","3425783650","1337601310000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","2350","140","6.33","2260","2355","2220","33183","76060900","80658744500","34322870"
"086460","에스엔피제네틱스","KONEX","일반기업부","8500","-1070","-11.18","8140","8500","8140","11","89900","18997789000","2235034"
"005850","에스엘","KOSPI",,"28050","150","0.54","28500","28800","27800","340614","9618015850","1302880986000","46448520"
"214310","에스엘바이오닉스","KOSDAQ","관리종목(소속부없음)","662","3","0.46","643","667","643","446878","294366545","43966163990","66414145"
"246250","에스엘에스바이오","KONEX","일반기업부","6420","-370","-5.45","6500","6740","6220","2642","16897770","44077171260","6865603"
"041510","에스엠","KOSDAQ","우량기업부","69200","6000","9.49","65000","71800","64900","1866064","129495307500","1646586389200","23794601"
"010580","에스엠벡셀","KOSPI",,"1735","50","2.97","1700","1795","1700","220159","383423925","193021803600","111251760"
"299670","에스엠비나","KONEX","일반기업부","2580","-5","-0.19","2970","2970","2580","2","5550","14061000000","5450000"
"007820","에스엠코어","KOSDAQ","중견기업부","5440","160","3.03","5340","5480","5290","56556","303836230","108984666240","20033946"
"109610","에스와이","KOSDAQ","중견기업부","3045","135","4.64","2965","3090","2935","573814","1730766200","148923033000","48907400"
"012750","에스원","KOSPI",,"56500","1800","3.29","54700","56500","54600","65872","3695270600","2146953557000","37999178"
"306040","에스제이그룹","KOSDAQ","우량기업부","16200","1000","6.58","15300","16300","15300","54048","857419750","159826413600","9865828"
"217910","에스제이켐","KONEX","일반기업부","305","-51","-14.33","355","355","305","669","204095","3962109210","12990522"
"224020","에스케이씨에스","KONEX","일반기업부","5450","50","0.93","5550","5550","5200","201","1059600","18800243700","3449586"
"408920","에스케이증권7호스팩","KOSDAQ","SPAC(소속부없음)","2185","0","0.00","0","0","0","0","0","7909700000","3620000"
"435870","에스케이증권제8호스팩","KOSDAQ","SPAC(소속부없음)","2090","0","0.00","2080","2090","2080","17132","35712155","7774800000","3720000"
"096630","에스코넥","KOSDAQ","중견기업부","825","10","1.23","817","832","811","45263","37316012","54680969475","66279963"
"069510","에스텍","KOSDAQ","중견기업부","7000","0","0.00","7000","7100","6980","2995","21044910","76370000000","10910000"
"041910","에스텍파마","KOSDAQ","우량기업부","7300","540","7.99","6790","7460","6790","173668","1248501920","86857319900","11898263"
"234300","에스트래픽","KOSDAQ","중견기업부","3165","65","2.10","3115","3260","3115","114473","363569200","82713894780","26133932"
"039440","에스티아이","KOSDAQ","우량기업부","13050","450","3.57","12950","13100","12850","85860","1116480100","206581500000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","3035","10","0.33","3025","3090","2970","22664","68501735","37940462160","12500976"
"052020","에스티큐브","KOSDAQ","중견기업부","24750","-150","-0.60","25400","25400","24300","582308","14421806600","1068852262500","43185950"
"237690","에스티팜","KOSDAQ","벤처기업부","82300","5400","7.02","78300","82500","78300","82526","6680662800","1547962182500","18808775"
"050760","에스폴리텍","KOSDAQ","중견기업부","2525","125","5.21","2425","2525","2420","49891","124044535","41245061950","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","21750","100","0.46","22650","23550","21650","198918","4500420350","149516373000","6874316"
"317830","에스피시스템스","KOSDAQ","벤처기업부","7820","480","6.54","7590","7860","7480","76530","587244210","71795889200","9181060"
"058610","에스피지","KOSDAQ","우량기업부","18350","600","3.38","18450","18650","18150","901015","16602604850","406954556000","22177360"
"043340","에쎈테크","KOSDAQ","중견기업부","782","15","1.96","783","787","779","35833","28051469","56304000000","72000000"
"023960","에쓰씨엔지니어링","KOSPI",,"1435","100","7.49","1415","1435","1385","92893","131704920","44842824425","31249355"
"298690","에어부산","KOSPI",,"2100","20","0.96","2100","2145","2075","721602","1521341685","244944000000","116640000"
"187660","에이디엠코리아","KOSDAQ","벤처기업부","2015","110","5.77","1920","2040","1920","70472","141197170","44000043750","21836250"
"054630","에이디칩스","KOSDAQ","관리종목(소속부없음)","275","3","1.10","278","284","272","208301","57903162","21920101775","79709461"
"200710","에이디테크놀로지","KOSDAQ","우량기업부","12600","550","4.56","12400","12700","12250","117297","1464655000","168012520200","13334327"
"096690","에이루트","KOSDAQ","투자주의환기종목(소속부없음)","507","20","4.11","498","513","491","844133","424848994","81618861636","160983948"
"140910","에이리츠","KOSPI",,"3985","5","0.13","3920","4060","3920","6613","26198085","17785182520","4463032"
"078520","에이블씨엔씨","KOSPI",,"4310","60","1.41","4345","4490","4280","82261","360407970","116514208290","27033459"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","18500","850","4.82","17950","18900","17650","447040","8236180800","881673259000","47658014"
"203400","에이비온","KOSDAQ","기술성장기업부","6920","30","0.44","7000","7140","6610","47817","334829120","130409040040","18845237"
"195990","에이비프로바이오","KOSDAQ","중견기업부","581","17","3.01","574","600","564","1180157","684654394","159013727901","273689721"
"003800","에이스침대","KOSDAQ","관리종목(소속부없음)","34100","300","0.89","33800","34350","33500","1759","59697300","378169000000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","5010","260","5.47","4970","5020","4860","164498","817629095","225079625730","44926073"
"241840","에이스토리","KOSDAQ","중견기업부","19400","1400","7.78","18400","19750","18400","100848","1927363300","185075883600","9539994"
"312610","에이에프더블류","KOSDAQ","벤처기업부","3670","110","3.09","3700","3870","3645","275368","1023629925","74342778960","20256888"
"015260","에이엔피","KOSPI",,"2230","-5","-0.22","2275","2275","2085","240155","518317330","64776636370","29047819"
"234070","에이원알폼","KONEX","일반기업부","24850","0","0.00","0","0","0","0","0","172421277700","6938482"
"072990","에이치시티","KOSDAQ","우량기업부","7620","10","0.13","7610","7740","7610","38498","296268640","53884967160","7071518"
"227100","에이치앤비디자인","KOSDAQ","중견기업부","4900","35","0.72","4865","5010","4770","40389","196913565","53963317800","11012922"
"044990","에이치엔에스하이텍","KONEX","일반기업부","12150","0","0.00","0","0","0","0","0","91259427600","7511064"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","18800","0","0.00","19650","19650","18250","17670","331366950","101371762000","5392115"
"353070","에이치엠씨제4호스팩","KOSDAQ","SPAC(소속부없음)","2025","5","0.25","2025","2025","2005","37245","74962220","8727750000","4310000"
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)","2030","0","0.00","2020","2030","2015","23965","48303775","10383450000","5115000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","9950","660","7.10","9710","10150","9640","188621","1866595230","100447369350","10095213"
"044780","에이치케이","KOSDAQ","벤처기업부","1695","55","3.35","1640","1705","1640","42524","70843905","31367308965","18505787"
"357230","에이치피오","KOSDAQ","벤처기업부","7310","250","3.54","7300","7350","7190","18494","134803890","145747949600","19938160"
"071670","에이테크솔루션","KOSDAQ","우량기업부","8990","500","5.89","8840","9010","8730","36387","323178850","89900000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","9390","400","4.45","9200","9430","9180","74521","695267470","77561400000","8260000"
"224110","에이텍티앤","KOSDAQ","벤처기업부","12200","800","7.02","11700","12300","11600","103970","1244219950","65148000000","5340000"
"230980","에이트원","KOSDAQ","중견기업부","1090","248","29.45","852","1090","852","5130767","5296791694","68838469310","63154559"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2585","185","7.71","2455","2610","2440","361894","916152095","124080000000","48000000"
"089530","에이티세미콘","KOSDAQ","중견기업부","1205","25","2.12","1185","1235","1170","580888","699374795","68867076705","57151101"
"200470","에이팩트","KOSDAQ","중견기업부","4705","-395","-7.75","5600","5990","4705","2511744","13557254660","86930469245","18476189"
"207490","에이펙스인텍","KONEX","일반기업부","8930","-50","-0.56","7640","8930","7640","1050","8025870","32148000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","16850","450","2.74","17050","17150","16450","323017","5445038800","243324834550","14440643"
"007460","에이프로젠","KOSPI",,"900","69","8.30","850","910","849","4998243","4405929628","684878010300","760975567"
"109960","에이프로젠 H&G","KOSDAQ","중견기업부","381","23","6.42","358","390","358","448879","169966525","68082877677","178695217"
"003060","에이프로젠제약","KOSPI",,"517","26","5.30","492","522","492","953611","485684939","206063730994","398575882"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","11500","700","6.48","11100","11850","10950","180256","2056963150","121377037500","10554525"
"244920","에이플러스에셋","KOSPI",,"5170","295","6.05","4900","5200","4875","105485","529916480","116881772810","22607693"
"089970","에이피티씨","KOSDAQ","우량기업부","14150","750","5.60","13800","14300","13800","60236","846398100","339325419250","23980595"
"230240","에치에프알","KOSDAQ","벤처기업부","30800","2000","6.94","29750","31300","29750","128462","3945862950","415462000800","13489026"
"230360","에코마케팅","KOSDAQ","중견기업부","13350","950","7.66","12650","13600","12600","137384","1814014300","431178687150","32298029"
"038870","에코바이오","KOSDAQ","중견기업부","5900","-260","-4.22","6020","6060","5750","728949","4296743780","69644113300","11804087"
"128540","에코캡","KOSDAQ","벤처기업부","4295","190","4.63","4180","4450","4180","345146","1484982970","114635525700","26690460"
"086520","에코프로","KOSDAQ","우량기업부","131900","8400","6.80","127300","133600","125300","811110","105880258100","3304293377600","25051504"
"247540","에코프로비엠","KOSDAQ","우량기업부","104800","100","0.10","106300","106900","104200","971419","102197824400","10249580851200","97801344"
"383310","에코프로에이치엔","KOSDAQ","중견기업부","51100","1250","2.51","51100","51600","50600","82537","4217744800","782082025200","15304932"
"038110","에코플라스틱","KOSDAQ","중견기업부","2975","160","5.68","2890","3030","2885","2376603","7040076600","101653875750","34169370"
"073540","에프알텍","KOSDAQ","벤처기업부","2585","50","1.97","2540","2750","2540","20170","52395770","29469000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","5650","0","0.00","5650","5860","5650","12013","68973690","68252000000","12080000"
"064090","에프앤리퍼블릭","KOSDAQ","중견기업부","4800","610","14.56","4065","5040","4065","729094","3439755925","52749163200","10989409"
"036810","에프에스티","KOSDAQ","우량기업부","11850","500","4.41","12200","12200","11650","41240","488975000","257817949650","21756789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","4385","-5","-0.11","4595","4595","4305","12797","55992405","66688820845","15208397"
"083500","에프엔에스테크","KOSDAQ","벤처기업부","7000","250","3.70","6780","7000","6730","27972","192745390","59435054000","8490722"
"054940","엑사이엔씨","KOSDAQ","중견기업부","1075","20","1.90","1070","1100","1070","243267","262898810","35661564100","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","11900","1200","11.21","11150","12450","11000","1445929","16996939700","432154771300","36315527"
"205100","엑셈","KOSDAQ","벤처기업부","3475","95","2.81","3425","3535","3425","82532","288352560","126428398675","36382273"
"070300","엑스큐어","KOSDAQ","벤처기업부","3810","-30","-0.78","3840","3910","3800","25702","98708135","28064741940","7366074"
"092870","엑시콘","KOSDAQ","우량기업부","8400","400","5.00","8490","8490","8160","16494","136699970","87999466800","10476127"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","7440","10","0.13","7470","7710","7310","21899","161749100","58591123440","7875151"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부","3465","310","9.83","3200","3485","3200","198842","674756790","113737627080","32824712"
